"yearID","lgID","salary","POS","GS","PO","A","E","DP","AB","R","H","X2B","X3B","HR","RBI","BB","SO","IBB","HBP","SH","SF","GIDP"
2008,"AL",400001,"P",34,19,24,3,4,4,1,1,1,1,1,1,1,4,1,1,2,1,1
2009,"AL",750001,"P",31,11,22,2,2,2,1,1,1,1,1,1,1,2,1,1,3,1,1
2010,"AL",2750001,"P",32,10,25,3,3,5,1,2,1,1,1,1,2,3,1,1,1,1,1
2011,"AL",5000001,"P",31,14,22,2,7,4,1,1,1,1,1,1,2,2,1,1,2,1,1
2012,"AL",7000001,"P",30,11,27,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"AL",9500001,"P",6,3,7,1,2,3,1,1,1,1,1,1,1,3,1,1,1,1,1
2014,"NL",4000001,"P",10,4,10,2,2,19,1,3,1,1,1,1,1,13,1,1,1,1,1
2015,"AL",4000001,"P",1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"AL",1000001,"P",1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",350001,"SS",1,1,1,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",350001,"2B",1,4,3,1,1,7,1,2,1,1,1,1,1,1,1,1,1,1,1
2002,"NL",203001,"P",34,10,30,2,3,59,3,8,1,1,1,2,3,23,1,1,3,1,1
2003,"NL",322001,"P",27,14,17,2,2,43,5,9,1,1,1,2,3,16,1,1,8,1,1
2004,"NL",342001,"P",33,14,37,3,6,54,2,5,2,1,1,4,1,14,1,1,12,1,1
2005,"NL",2150001,"P",29,12,27,4,2,48,4,6,2,1,1,4,4,15,1,1,7,1,1
2006,"NL",450001,"P",32,12,30,4,2,52,6,6,2,1,1,3,4,21,1,2,16,1,1
2007,"NL",3625001,"P",30,13,20,1,5,54,4,8,1,1,1,2,2,20,1,1,10,1,3
2008,"NL",400001,"P",15,7,10,3,3,23,4,4,2,1,1,1,2,10,1,1,4,1,1
1985,"NL",117501,"SS",11,30,39,3,12,93,8,19,6,2,1,7,7,17,2,1,1,1,1
1985,"NL",117501,"3B",1,1,1,1,1,93,8,19,6,2,1,7,7,17,2,1,1,1,1
1985,"NL",117501,"2B",14,24,37,2,11,93,8,19,6,2,1,7,7,17,2,1,1,1,1
1986,"NL",210001,"2B",1,1,3,1,2,62,9,19,3,2,1,6,11,12,2,1,1,2,2
1986,"NL",210001,"3B",1,1,1,1,1,62,9,19,3,2,1,6,11,12,2,1,1,2,2
1986,"NL",210001,"SS",15,37,42,3,11,62,9,19,3,2,1,6,11,12,2,1,1,2,2
1987,"NL",250001,"3B",2,2,5,1,1,281,36,83,19,4,6,29,12,41,1,2,2,1,7
1987,"NL",250001,"SS",31,65,94,7,22,281,36,83,19,4,6,29,12,41,1,2,2,1,7
1987,"NL",250001,"2B",37,70,94,4,23,281,36,83,19,4,6,29,12,41,1,2,2,1,7
1988,"NL",250001,"SS",26,40,69,4,16,378,34,101,22,4,6,44,31,50,11,2,1,4,12
1988,"NL",250001,"3B",1,2,2,1,1,378,34,101,22,4,6,44,31,50,11,2,1,4,12
1988,"NL",250001,"2B",73,165,256,13,47,378,34,101,22,4,6,44,31,50,11,2,1,4,12
1989,"NL",320001,"2B",92,189,296,7,54,376,35,87,20,3,8,40,46,54,5,4,5,5,3
1989,"NL",320001,"3B",7,6,17,3,2,376,35,87,20,3,8,40,46,54,5,4,5,5,3
1989,"NL",320001,"SS",3,11,7,1,5,376,35,87,20,3,8,40,46,54,5,4,5,5,3
1989,"NL",320001,"P",1,1,1,1,1,376,35,87,20,3,8,40,46,54,5,4,5,5,3
1990,"NL",335001,"1B",1,1,1,1,1,165,12,36,3,2,1,13,13,23,3,1,2,2,5
1990,"NL",335001,"3B",1,1,6,1,1,165,12,36,3,2,1,13,13,23,3,1,2,2,5
1990,"NL",335001,"2B",17,19,30,4,5,165,12,36,3,2,1,13,13,23,3,1,2,2,5
1990,"NL",335001,"SS",27,63,90,3,23,165,12,36,3,2,1,13,13,23,3,1,2,2,5
1992,"NL",365001,"3B",1,1,1,1,1,116,8,21,4,2,1,6,9,22,3,2,4,3,7
1992,"NL",365001,"2B",3,14,14,1,3,116,8,21,4,2,1,6,9,22,3,2,4,3,7
1992,"NL",365001,"1B",3,25,3,2,5,116,8,21,4,2,1,6,9,22,3,2,4,3,7
1992,"NL",365001,"OF",1,1,1,1,1,116,8,21,4,2,1,6,9,22,3,2,4,3,7
1992,"NL",365001,"SS",25,38,83,5,15,116,8,21,4,2,1,6,9,22,3,2,4,3,7
1993,"NL",360001,"1B",5,32,5,2,4,195,19,50,12,2,4,23,12,27,2,1,3,5,5
1993,"NL",360001,"SS",5,12,19,3,7,195,19,50,12,2,4,23,12,27,2,1,3,5,5
1993,"NL",360001,"2B",30,71,65,2,20,195,19,50,12,2,4,23,12,27,2,1,3,5,5
1993,"NL",360001,"3B",5,5,20,2,2,195,19,50,12,2,4,23,12,27,2,1,3,5,5
1994,"NL",400001,"2B",14,28,45,2,17,124,14,30,8,1,4,16,14,19,3,1,1,2,2
1994,"NL",400001,"3B",9,13,25,2,4,124,14,30,8,1,4,16,14,19,3,1,1,2,2
1994,"NL",400001,"SS",7,8,25,2,7,124,14,30,8,1,4,16,14,19,3,1,1,2,2
1994,"NL",400001,"1B",1,6,3,1,2,124,14,30,8,1,4,16,14,19,3,1,1,2,2
1995,"NL",160001,"2B",2,3,6,1,3,25,3,6,3,1,1,3,3,5,1,1,1,1,3
1995,"NL",160001,"1B",4,22,3,1,2,25,3,6,3,1,1,3,3,5,1,1,1,1,3
2015,"NL",508751,"P",16,3,6,2,2,29,1,3,2,1,1,4,1,20,1,1,2,2,2
1998,"NL",170001,"P",9,5,10,1,2,11,2,1,1,1,1,1,1,7,1,1,2,1,1
2008,"NL",405001,"SS",1,1,1,1,1,244,43,75,23,2,10,41,35,52,3,4,4,2,2
2008,"NL",405001,"2B",50,102,144,2,28,244,43,75,23,2,10,41,35,52,3,4,4,2,2
2009,"NL",430001,"2B",64,113,150,4,37,378,39,90,23,3,10,44,36,84,5,3,1,6,8
2009,"NL",430001,"3B",38,27,78,5,8,378,39,90,23,3,10,44,36,84,5,3,1,6,8
2010,"NL",1000001,"3B",8,4,18,3,2,170,15,49,12,4,2,21,11,29,1,4,2,3,4
2010,"NL",1000001,"SS",5,8,10,1,3,170,15,49,12,4,2,21,11,29,1,4,2,3,4
2010,"NL",1000001,"2B",30,63,65,5,17,170,15,49,12,4,2,21,11,29,1,4,2,3,4
2011,"NL",1050001,"SS",34,39,85,5,19,221,23,51,16,4,5,22,26,49,4,2,3,5,4
2011,"NL",1050001,"2B",17,33,48,4,8,221,23,51,16,4,5,22,26,49,4,2,3,5,4
2011,"NL",1050001,"3B",2,1,7,1,2,221,23,51,16,4,5,22,26,49,4,2,3,5,4
1985,"NL",200001,"P",24,7,36,2,4,42,3,3,1,1,1,1,1,19,1,1,5,1,2
1986,"NL",240001,"P",1,3,11,6,1,7,2,2,1,1,1,1,1,6,1,1,1,1,1
1995,"NL",109001,"SS",32,39,96,5,14,309,42,86,7,2,1,17,24,40,2,2,7,1,4
1995,"NL",109001,"2B",34,72,99,7,15,309,42,86,7,2,1,17,24,40,2,2,7,1,4
1995,"NL",109001,"OF",11,17,3,2,2,309,42,86,7,2,1,17,24,40,2,2,7,1,4
1996,"NL",175001,"3B",2,3,3,1,1,202,35,42,5,2,1,14,18,32,2,1,4,1,2
1996,"NL",175001,"SS",11,12,34,4,6,202,35,42,5,2,1,14,18,32,2,1,4,1,2
1996,"NL",175001,"OF",23,52,3,3,2,202,35,42,5,2,1,14,18,32,2,1,4,1,2
1996,"NL",175001,"2B",10,21,35,2,9,202,35,42,5,2,1,14,18,32,2,1,4,1,2
1997,"NL",240001,"2B",4,1,6,2,1,15,2,3,1,1,1,2,3,4,1,1,1,1,1
2004,"NL",312001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"NL",170001,"P",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",310001,"P",1,1,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"NL",60001,"OF",50,110,8,4,4,215,31,54,16,3,3,30,24,30,3,1,2,3,2
1987,"NL",70001,"OF",57,158,3,4,1,229,33,66,10,6,4,27,15,33,1,2,2,4,6
1988,"NL",100001,"OF",17,55,2,3,2,129,12,26,7,1,2,19,9,27,2,1,2,3,5
1988,"NL",100001,"1B",3,42,6,1,5,129,12,26,7,1,2,19,9,27,2,1,2,3,5
1989,"NL",111001,"OF",18,47,4,1,1,143,14,32,6,2,2,14,17,34,1,2,1,3,5
1989,"NL",111001,"2B",1,1,2,1,1,143,14,32,6,2,2,14,17,34,1,2,1,3,5
1989,"NL",111001,"1B",1,1,2,1,1,143,14,32,6,2,2,14,17,34,1,2,1,3,5
1990,"NL",195001,"OF",1,3,1,1,1,19,1,3,1,1,1,1,2,6,1,1,1,1,2
1998,"AL",175001,"P",6,4,12,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2005,"AL",385001,"OF",89,199,10,7,2,523,71,139,31,5,8,54,46,86,3,17,3,6,10
2006,"AL",425001,"OF",53,133,5,3,3,235,41,54,7,2,5,19,17,44,1,5,2,1,6
2007,"AL",985001,"OF",28,60,2,2,2,117,14,28,7,1,4,15,12,25,1,4,1,1,5
2003,"NL",300001,"P",5,3,6,2,2,8,1,2,2,1,1,2,2,4,1,1,1,1,1
1997,"NL",150001,"C",24,163,13,4,2,97,8,21,6,1,2,9,9,16,2,1,1,2,1
1998,"NL",180001,"C",45,289,21,8,4,147,9,38,10,1,4,15,12,29,4,1,2,1,3
1999,"AL",230001,"C",91,562,31,9,6,334,37,100,26,2,10,50,22,49,1,4,4,3,6
2000,"AL",675001,"C",33,252,14,1,3,126,19,35,8,2,6,22,7,24,1,3,3,2,2
2001,"AL",825001,"C",90,542,31,11,8,293,31,62,19,1,6,20,22,57,2,4,4,2,8
2002,"AL",2500001,"C",40,268,9,5,2,131,8,31,9,1,2,9,10,20,1,5,4,1,6
2003,"AL",3500001,"C",101,625,42,4,6,349,29,96,13,3,7,32,20,45,2,2,7,3,11
2004,"AL",650001,"C",47,275,12,4,4,152,15,32,7,1,3,10,10,35,1,3,2,1,4
1985,"NL",583334,"P",20,13,21,2,1,46,4,12,3,2,2,5,1,11,1,1,3,1,1
1986,"NL",527236,"P",34,18,33,1,6,77,8,14,5,2,3,13,1,25,1,1,12,2,2
1987,"NL",750001,"P",31,10,26,1,3,58,10,18,7,1,3,9,4,18,1,1,12,1,2
1988,"NL",400001,"P",13,8,11,4,2,26,4,8,1,1,1,3,2,7,1,1,6,1,1
1989,"NL",975001,"P",16,14,10,2,2,25,2,5,1,1,1,3,1,7,1,1,7,1,1
1986,"AL",100001,"P",1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",483334,"P",1,3,8,2,1,5,1,1,1,1,1,1,1,1,1,1,2,1,1
1986,"AL",170001,"P",1,3,12,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"NL",481401,"3B",2,1,3,1,1,316,46,87,14,4,7,27,29,58,1,7,1,2,7
2012,"NL",481401,"2B",74,167,188,13,36,316,46,87,14,4,7,27,29,58,1,7,1,2,7
2012,"NL",481401,"SS",3,5,8,1,2,316,46,87,14,4,7,27,29,58,1,7,1,2,7
2013,"NL",499001,"2B",32,60,100,3,22,221,23,48,7,2,7,20,20,55,3,3,2,2,6
2013,"NL",499001,"OF",10,12,1,1,1,221,23,48,7,2,7,20,20,55,3,3,2,2,6
2013,"NL",499001,"SS",10,16,35,3,5,221,23,48,7,2,7,20,20,55,3,3,2,2,6
2013,"NL",499001,"3B",9,6,15,2,1,221,23,48,7,2,7,20,20,55,3,3,2,2,6
2014,"AL",509701,"1B",1,2,1,1,1,302,33,68,13,2,7,27,26,72,1,5,3,5,10
2014,"AL",509701,"OF",3,3,1,1,1,302,33,68,13,2,7,27,26,72,1,5,3,5,10
2014,"AL",509701,"3B",2,5,7,1,1,302,33,68,13,2,7,27,26,72,1,5,3,5,10
2014,"AL",509701,"SS",2,1,4,1,1,302,33,68,13,2,7,27,26,72,1,5,3,5,10
2014,"AL",509701,"2B",59,83,150,3,23,302,33,68,13,2,7,27,26,72,1,5,3,5,10
2015,"AL",1100001,"2B",124,165,300,8,44,541,70,153,34,3,18,69,56,112,3,15,1,7,13
2015,"AL",1100001,"1B",16,121,7,3,11,541,70,153,34,3,18,69,56,112,3,15,1,7,13
2015,"AL",1100001,"3B",5,7,14,1,1,541,70,153,34,3,18,69,56,112,3,15,1,7,13
2016,"AL",2250001,"2B",119,207,265,10,70,512,77,136,25,5,21,53,47,128,1,9,1,3,9
1995,"AL",130001,"P",1,2,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1990,"AL",105001,"P",1,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1991,"AL",165001,"P",1,7,13,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"AL",390001,"P",1,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"AL",475001,"P",1,2,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"AL",475001,"P",1,1,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,"NL",275001,"P",1,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"NL",650001,"P",1,3,9,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
1997,"NL",750001,"P",1,3,17,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",650001,"P",1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",170001,"P",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"AL",215001,"P",13,9,6,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",324501,"P",15,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",345001,"P",28,5,21,1,2,43,4,5,1,1,1,1,2,17,1,1,4,1,2
2005,"AL",950001,"P",26,12,17,2,3,3,1,1,1,1,1,1,1,1,1,1,2,1,1
2006,"AL",2025001,"P",26,7,22,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,"AL",2725001,"P",11,5,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",1942858,"OF",120,199,8,6,3,453,58,120,25,2,22,78,47,88,6,3,1,5,9
1986,"AL",60001,"OF",12,20,3,1,1,52,3,12,1,3,2,5,4,9,1,1,1,1,3
1986,"NL",2800001,"OF",63,97,5,5,2,234,29,54,7,2,14,39,22,54,2,1,1,3,8
2003,"NL",300001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"NL",109001,"P",2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"NL",109001,"P",14,5,6,1,1,28,3,3,1,1,1,1,2,13,1,1,4,1,1
1995,"NL",140001,"P",29,8,15,1,1,61,8,16,2,2,2,10,4,17,1,1,6,1,1
1996,"NL",230001,"P",17,7,17,2,1,28,4,9,5,2,1,7,5,12,1,2,4,1,1
1997,"NL",275001,"P",26,7,15,1,1,48,4,7,2,1,1,5,2,21,1,1,12,1,1
1998,"NL",1450001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"NL",114001,"P",2,6,12,1,1,6,1,2,1,1,1,1,1,2,1,1,1,1,1
1993,"NL",135001,"P",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1997,"AL",150001,"P",1,2,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",185001,"P",1,2,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",255001,"P",1,6,14,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1
2000,"AL",375001,"P",1,8,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,"AL",3100001,"P",1,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"AL",4000001,"P",1,7,7,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",6000001,"P",1,4,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"AL",3500001,"P",1,6,12,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"AL",7500001,"P",1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"AL",7750001,"P",1,2,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,"AL",700001,"P",1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,"NL",401001,"OF",106,248,6,5,3,434,74,116,30,11,5,35,68,117,2,2,15,4,5
2010,"NL",406001,"OF",104,240,3,2,1,440,74,115,21,15,7,37,58,105,1,3,8,1,6
2011,"NL",424001,"OF",120,310,7,9,3,482,85,129,36,16,6,46,69,131,4,7,8,2,7
2012,"NL",2350001,"OF",117,258,5,7,3,455,73,137,19,12,14,54,69,129,2,1,7,3,6
2013,"NL",3750001,"OF",107,232,4,4,3,416,72,110,19,4,13,43,66,106,2,7,5,3,6
2014,"AL",7350001,"OF",111,239,5,6,2,435,62,121,22,5,9,36,67,109,3,4,2,2,7
2015,"NL",9500001,"OF",150,338,6,5,3,597,103,150,30,9,18,47,85,155,2,6,3,4,5
2016,"NL",8000001,"OF",118,220,7,5,2,457,85,127,26,8,14,49,80,125,1,12,2,5,4
1996,"AL",109001,"OF",1,1,1,1,1,190,27,38,5,1,4,14,21,29,1,2,10,1,3
1996,"AL",109001,"3B",10,11,39,2,4,190,27,38,5,1,4,14,21,29,1,2,10,1,3
1996,"AL",109001,"SS",5,9,17,4,4,190,27,38,5,1,4,14,21,29,1,2,10,1,3
1996,"AL",109001,"2B",38,79,105,9,22,190,27,38,5,1,4,14,21,29,1,2,10,1,3
1998,"NL",240001,"3B",22,24,49,3,5,503,68,140,22,7,10,45,44,98,1,19,1,2,3
1998,"NL",240001,"OF",35,78,4,3,1,503,68,140,22,7,10,45,44,98,1,19,1,2,3
1998,"NL",240001,"2B",56,104,119,5,24,503,68,140,22,7,10,45,44,98,1,19,1,2,3
1998,"NL",240001,"1B",13,105,7,1,8,503,68,140,22,7,10,45,44,98,1,19,1,2,3
1999,"NL",350001,"3B",9,6,16,3,3,275,35,71,13,3,7,34,34,62,11,10,2,4,5
1999,"NL",350001,"SS",69,96,182,13,34,275,35,71,13,3,7,34,34,62,11,10,2,4,5
2000,"NL",750001,"3B",18,12,30,3,4,87,11,19,5,1,2,11,5,17,2,1,1,1,2
2000,"NL",750001,"OF",2,4,1,1,1,87,11,19,5,1,2,11,5,17,2,1,1,1,2
2000,"NL",750001,"1B",2,8,1,1,4,87,11,19,5,1,2,11,5,17,2,1,1,1,2
2001,"NL",775001,"3B",5,7,7,1,2,82,9,16,1,2,4,8,16,18,2,3,1,1,3
2001,"NL",775001,"2B",3,5,5,1,1,82,9,16,1,2,4,8,16,18,2,3,1,1,3
2001,"NL",775001,"SS",12,15,32,4,10,82,9,16,1,2,4,8,16,18,2,3,1,1,3
2001,"NL",775001,"OF",1,2,1,1,1,82,9,16,1,2,4,8,16,18,2,3,1,1,3
2002,"NL",700001,"3B",1,3,2,1,1,436,56,110,15,6,5,42,50,95,7,11,6,4,10
2002,"NL",700001,"SS",104,188,280,18,74,436,56,110,15,6,5,42,50,95,7,11,6,4,10
2002,"NL",700001,"2B",8,19,24,2,8,436,56,110,15,6,5,42,50,95,7,11,6,4,10
2002,"NL",700001,"OF",1,1,1,1,1,436,56,110,15,6,5,42,50,95,7,11,6,4,10
2003,"NL",800001,"SS",4,6,11,1,4,109,13,22,6,2,1,9,8,30,1,5,2,1,3
2003,"NL",800001,"OF",2,2,1,1,1,109,13,22,6,2,1,9,8,30,1,5,2,1,3
2003,"NL",800001,"1B",3,15,2,1,4,109,13,22,6,2,1,9,8,30,1,5,2,1,3
2003,"NL",800001,"3B",4,5,6,2,2,109,13,22,6,2,1,9,8,30,1,5,2,1,3
2003,"NL",800001,"2B",9,15,23,4,7,109,13,22,6,2,1,9,8,30,1,5,2,1,3
2004,"NL",450001,"2B",2,1,6,1,1,44,3,5,1,1,2,2,1,17,1,1,1,1,2
2004,"NL",450001,"1B",1,3,1,1,1,44,3,5,1,1,2,2,1,17,1,1,1,1,2
2004,"NL",450001,"3B",3,2,7,1,1,44,3,5,1,1,2,2,1,17,1,1,1,1,2
2004,"NL",450001,"SS",2,1,6,1,1,44,3,5,1,1,2,2,1,17,1,1,1,1,2
1997,"NL",150001,"P",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"NL",174001,"P",1,4,6,1,1,4,1,1,1,1,1,1,1,3,1,1,2,1,1
1999,"NL",255001,"P",1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
2002,"NL",1200001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"AL",500001,"P",1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",1200001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"NL",575001,"P",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"AL",125001,"OF",13,48,1,1,2,57,6,9,2,1,2,6,3,8,1,1,4,1,1
1995,"AL",154001,"OF",5,14,1,1,1,16,3,1,1,1,1,1,4,5,1,1,2,1,1
2010,"AL",405001,"OF",7,13,2,1,1,99,12,22,6,1,3,13,6,27,1,3,1,2,7
2010,"AL",405001,"3B",1,1,2,1,1,99,12,22,6,1,3,13,6,27,1,3,1,2,7
2010,"AL",405001,"C",8,38,3,2,1,99,12,22,6,1,3,13,6,27,1,3,1,2,7
2011,"AL",424001,"OF",5,6,1,1,1,62,9,16,5,2,3,7,5,9,1,3,1,1,5
2011,"AL",424001,"C",7,39,2,1,1,62,9,16,5,2,3,7,5,9,1,3,1,1,5
2011,"AL",424001,"1B",4,26,2,1,4,62,9,16,5,2,3,7,5,9,1,3,1,1,5
2009,"AL",421401,"OF",83,184,6,2,4,309,49,78,22,2,11,34,34,60,1,9,5,3,12
2010,"NL",470001,"OF",29,61,4,1,1,180,25,49,14,1,7,29,15,36,2,3,2,2,7
2011,"NL",1175001,"OF",63,104,5,4,1,251,25,62,11,2,7,35,34,43,2,6,3,4,6
2012,"AL",1537501,"OF",5,4,1,1,1,51,6,13,6,2,1,3,5,11,1,1,1,1,1
2006,"AL",331501,"P",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,"AL",1615001,"P",1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,"AL",3265001,"P",1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"AL",4000001,"P",1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"NL",5500001,"P",1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"NL",6500001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"NL",317001,"P",34,6,21,1,1,59,8,7,3,1,1,5,8,28,1,1,7,1,2
2006,"NL",336001,"P",33,5,39,1,3,62,4,8,1,1,1,7,9,21,1,1,10,3,1
2007,"NL",750001,"P",35,13,34,1,3,65,3,13,4,1,1,4,3,21,1,1,14,1,2
2008,"NL",3000001,"P",25,9,22,2,1,40,2,6,2,1,1,2,1,12,1,1,11,1,1
2010,"NL",5750001,"P",20,3,18,1,4,23,3,3,1,1,1,2,5,7,1,1,4,2,2
2011,"AL",2000001,"P",32,5,32,1,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1
2013,"NL",1500001,"P",13,7,13,1,2,15,1,2,2,1,1,2,3,4,1,2,3,2,2
2006,"NL",384501,"OF",163,318,14,10,5,652,84,170,25,7,30,104,24,133,7,10,1,4,16
2007,"NL",427501,"OF",163,328,20,6,3,643,85,189,41,1,20,106,43,130,6,6,1,8,15
2008,"NL",460001,"OF",152,283,15,5,3,600,71,144,34,4,12,72,40,112,6,11,1,5,19
2009,"NL",3375001,"OF",79,158,7,1,1,305,33,77,13,3,6,36,13,47,3,4,2,5,11
2010,"NL",5000001,"OF",110,222,12,4,6,402,44,96,17,3,12,55,30,77,9,8,1,11,8
2011,"AL",2500001,"OF",153,328,17,6,5,602,78,172,48,5,21,88,38,124,4,9,1,11,18
2012,"AL",6750001,"OF",147,243,20,5,4,562,59,133,27,4,17,50,35,120,10,8,1,2,15
2013,"AL",6750001,"OF",50,97,4,2,1,184,20,39,9,3,4,14,9,50,3,3,1,1,6
2015,"NL",950001,"P",1,2,1,1,1,327,35,85,17,2,14,46,14,78,1,2,1,4,11
2015,"NL",950001,"OF",70,151,6,8,2,327,35,85,17,2,14,46,14,78,1,2,1,4,11
2016,"NL",1000001,"OF",55,83,9,4,2,258,30,65,14,1,8,34,17,76,3,1,1,4,5
1985,"NL",75001,"P",1,10,22,2,2,7,2,3,1,1,1,2,1,1,1,1,3,1,1
1986,"NL",195001,"P",1,7,23,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"NL",300001,"P",1,5,8,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1
1988,"NL",675001,"P",1,4,19,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,"NL",1067501,"P",1,3,20,2,2,4,2,2,1,1,1,1,1,3,1,1,1,1,1
1990,"NL",1633334,"P",1,5,14,2,1,6,1,1,1,1,1,1,1,2,1,1,1,1,1
1991,"NL",2633334,"P",1,4,11,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1992,"NL",3333335,"P",1,3,13,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1993,"NL",4000001,"P",1,4,10,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"NL",4000001,"P",1,5,8,1,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1
1995,"NL",2550001,"P",1,3,10,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"NL",2600001,"P",1,2,9,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1997,"NL",3000001,"P",1,5,15,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"NL",2900001,"P",1,5,17,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1
1999,"NL",2950001,"P",1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"NL",3350001,"P",1,2,9,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2001,"NL",3583334,"P",1,2,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2003,"NL",3833334,"P",1,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",1000001,"P",1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"NL",700001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"AL",455001,"2B",9,15,19,2,5,637,98,184,34,5,7,91,55,75,3,5,1,10,27
1985,"AL",455001,"SS",150,239,420,36,96,637,98,184,34,5,7,91,55,75,3,5,1,10,27
1986,"AL",575001,"SS",134,232,375,19,82,600,81,184,31,6,11,75,33,67,2,1,1,6,29
1986,"AL",575001,"2B",12,18,40,2,10,600,81,184,31,6,11,75,33,67,2,1,1,6,29
