"yearID","lgID","salary","POS","GS","PO","A","E","DP","AB","R","H","X2B","X3B","HR","RBI","BB","SO","IBB","HBP","SH","SF","GIDP"
1993,"NL",109001,"1B",1,1,1,1,1,21,1,3,2,1,1,2,2,6,2,1,1,1,1
1993,"NL",109001,"OF",1,1,1,1,1,21,1,3,2,1,1,2,2,6,2,1,1,1,1
1993,"NL",109001,"C",7,34,6,1,1,21,1,3,2,1,1,2,2,6,2,1,1,1,1
1998,"AL",190001,"OF",1,1,1,1,1,66,4,13,4,1,2,7,8,26,1,1,3,1,2
1998,"AL",190001,"C",20,143,17,2,4,66,4,13,4,1,2,7,8,26,1,1,3,1,2
2014,"NL",505001,"P",1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"NL",518001,"P",1,2,11,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"NL",539001,"P",1,1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1988,"NL",62501,"P",1,2,3,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
2014,"AL",504701,"OF",7,14,1,1,1,35,3,3,1,1,1,3,2,10,1,1,1,1,2
1986,"AL",60001,"OF",94,201,8,7,2,383,51,102,14,11,17,56,23,66,4,2,2,6,9
1988,"AL",230001,"OF",153,311,12,8,4,616,78,157,33,3,24,92,45,92,11,2,1,9,16
1989,"AL",350001,"OF",163,314,14,10,3,635,102,195,36,15,30,120,44,83,3,3,1,11,8
1990,"AL",1625001,"OF",151,284,8,11,2,609,71,171,38,3,17,97,50,87,14,2,1,9,16
1991,"AL",2650001,"OF",161,306,16,8,4,662,111,204,45,6,26,117,57,92,8,1,1,10,18
1992,"AL",5000001,"OF",120,225,7,8,1,501,67,140,31,7,15,71,32,60,7,1,1,9,10
1993,"AL",4200001,"OF",132,292,10,8,4,631,78,148,24,6,23,102,53,98,17,1,1,11,18
1994,"AL",4700001,"OF",98,156,9,10,3,427,72,115,22,2,24,93,24,65,5,1,1,12,16
1995,"AL",6200001,"OF",61,90,2,5,1,265,41,71,18,1,13,43,25,43,3,1,1,4,3
1996,"AL",6200001,"OF",34,57,6,2,2,361,40,94,18,2,12,53,41,59,12,1,1,8,11
1997,"NL",6700001,"OF",23,35,4,1,1,91,7,23,6,2,3,8,7,22,2,1,1,1,2
1998,"AL",500001,"OF",13,20,2,1,1,75,8,17,5,2,5,12,4,12,1,1,1,1,3
2002,"AL",1900001,"OF",55,92,2,3,1,420,48,114,24,1,14,61,32,67,6,1,1,3,18
2003,"AL",600001,"OF",21,25,2,2,1,134,15,36,10,1,4,13,15,28,2,1,1,1,3
2004,"AL",1000001,"OF",23,42,2,2,1,308,41,76,13,2,18,66,26,56,5,1,1,7,6
2005,"AL",1500001,"OF",14,24,1,2,1,171,15,40,13,1,5,30,10,42,2,1,1,3,3
2002,"NL",200001,"P",1,5,20,2,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1
2003,"NL",310001,"P",2,4,19,2,3,10,1,3,2,1,1,2,1,3,1,1,2,1,2
2004,"AL",340001,"P",34,12,26,3,2,4,1,1,1,1,1,1,1,2,1,1,1,1,1
2005,"AL",1750001,"P",28,15,27,1,4,3,1,1,1,1,1,1,1,3,1,1,1,1,1
2006,"AL",3200001,"P",32,14,21,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1
2007,"AL",4325001,"P",34,15,27,1,3,5,1,1,1,1,1,1,1,2,1,1,3,1,2
2008,"AL",8250001,"P",29,12,13,2,1,5,1,1,1,1,1,1,1,4,1,1,1,1,2
2009,"AL",12250001,"P",7,2,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,"NL",12750001,"P",22,4,14,1,1,32,1,3,2,1,1,3,4,13,1,1,7,1,2
1998,"NL",180001,"P",19,4,19,1,2,28,1,2,2,1,1,1,3,11,1,2,6,1,2
1999,"NL",270001,"P",13,7,17,1,3,21,1,3,1,1,1,4,1,11,1,1,3,1,1
2000,"NL",335001,"P",20,5,17,3,2,35,1,7,1,1,1,3,2,13,1,2,6,1,2
2001,"NL",795001,"P",1,2,5,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1
2002,"NL",650001,"P",1,4,9,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2009,"NL",400001,"P",7,2,2,1,1,9,3,4,1,1,1,1,1,4,1,1,1,1,1
1993,"AL",10901,"SS",5,10,13,2,5,22,5,7,2,1,2,5,6,4,1,1,1,1,2
1993,"AL",10901,"3B",4,1,9,3,1,22,5,7,2,1,2,5,6,4,1,1,1,1,2
1994,"AL",112001,"3B",2,3,3,1,1,19,4,3,1,2,2,3,5,10,1,1,1,2,1
1994,"AL",112001,"SS",2,3,5,2,2,19,4,3,1,2,2,3,5,10,1,1,1,2,1
1994,"AL",112001,"2B",4,11,11,1,3,19,4,3,1,2,2,3,5,10,1,1,1,2,1
1995,"AL",116001,"2B",3,3,12,1,2,22,5,3,1,1,2,5,5,10,1,2,1,2,2
1995,"AL",116001,"1B",4,27,3,1,3,22,5,3,1,1,2,5,5,10,1,2,1,2,2
1995,"AL",116001,"SS",1,1,1,1,1,22,5,3,1,1,2,5,5,10,1,2,1,2,2
1996,"NL",132501,"3B",38,21,86,11,6,163,17,34,5,1,2,18,35,42,7,1,4,2,6
1996,"NL",132501,"OF",1,1,1,1,1,163,17,34,5,1,2,18,35,42,7,1,4,2,6
1996,"NL",132501,"1B",1,4,1,1,1,163,17,34,5,1,2,18,35,42,7,1,4,2,6
1996,"NL",132501,"SS",2,1,8,1,1,163,17,34,5,1,2,18,35,42,7,1,4,2,6
1996,"NL",132501,"2B",1,1,1,1,1,163,17,34,5,1,2,18,35,42,7,1,4,2,6
1997,"AL",185001,"3B",1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1
1997,"AL",185001,"SS",2,1,3,1,1,5,1,1,1,1,1,1,1,2,1,1,1,1,1
1995,"AL",109001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"AL",130001,"P",1,10,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",200001,"P",1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",250001,"P",1,10,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",1150001,"P",1,8,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"AL",1350001,"P",1,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"NL",491251,"SS",151,241,500,15,95,607,77,151,28,7,18,60,41,56,2,4,6,5,17
2014,"NL",1000001,"SS",145,218,412,15,100,541,45,133,19,5,8,47,33,61,5,1,3,3,26
2015,"NL",3000001,"SS",146,236,445,9,127,536,61,143,24,3,5,45,40,49,7,7,2,3,20
2016,"AL",6000001,"SS",124,199,338,11,83,449,49,127,23,3,5,45,29,39,1,3,2,5,17
1999,"AL",200001,"OF",30,80,3,3,2,127,15,30,4,4,5,18,10,31,1,1,1,1,4
2001,"AL",225001,"OF",16,60,2,1,1,108,9,20,6,1,3,9,9,27,1,2,1,2,1
2016,"NL",508001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"AL",1000001,"3B",3,1,6,1,1,529,61,145,29,3,13,77,58,33,10,2,2,6,18
1985,"AL",1000001,"C",12,66,5,2,2,529,61,145,29,3,13,77,58,33,10,2,2,6,18
1985,"AL",1000001,"1B",28,227,18,3,23,529,61,145,29,3,13,77,58,33,10,2,2,6,18
1986,"NL",1000001,"3B",2,4,4,1,1,128,15,33,6,1,5,26,13,15,6,2,1,5,2
1986,"NL",1000001,"1B",12,125,11,6,14,128,15,33,6,1,5,26,13,15,6,2,1,5,2
1986,"NL",1000001,"C",7,41,6,2,1,128,15,33,6,1,5,26,13,15,6,2,1,5,2
1987,"NL",500001,"1B",24,217,24,5,25,178,21,50,9,1,5,31,22,24,6,1,1,3,5
1987,"NL",500001,"3B",2,3,3,1,1,178,21,50,9,1,5,31,22,24,6,1,1,3,5
1987,"NL",500001,"C",15,65,11,2,2,178,21,50,9,1,5,31,22,24,6,1,1,3,5
1988,"NL",470001,"1B",16,129,14,2,9,108,7,22,7,1,3,12,16,10,3,1,1,2,5
1988,"NL",470001,"C",2,13,2,3,1,108,7,22,7,1,3,12,16,10,3,1,1,2,5
1990,"NL",100001,"1B",2,21,2,1,3,14,4,5,2,1,2,3,1,5,1,1,1,1,2
1992,"NL",115001,"1B",1,5,1,1,1,25,2,7,2,1,2,4,3,10,1,2,1,1,2
1992,"NL",115001,"OF",7,7,3,1,1,25,2,7,2,1,2,4,3,10,1,2,1,1,2
1994,"NL",120001,"OF",4,7,1,2,1,13,2,2,2,1,1,1,1,6,1,1,1,1,1
1995,"NL",125001,"OF",12,18,1,1,1,122,15,32,5,1,10,25,14,29,1,4,1,2,4
1995,"NL",125001,"1B",24,205,18,2,18,122,15,32,5,1,10,25,14,29,1,4,1,2,4
1996,"NL",160001,"1B",1,8,2,1,1,69,7,13,3,2,2,9,5,17,1,2,1,1,2
1996,"NL",160001,"OF",10,18,1,1,1,69,7,13,3,2,2,9,5,17,1,2,1,1,2
1997,"AL",200001,"1B",3,14,2,2,3,112,14,29,9,1,6,23,9,28,2,1,1,3,4
1997,"AL",200001,"OF",11,24,1,2,1,112,14,29,9,1,6,23,9,28,2,1,1,3,4
1998,"AL",275001,"1B",11,74,8,3,9,187,37,56,12,1,17,47,25,48,1,4,1,3,5
1998,"AL",275001,"OF",28,46,2,1,1,187,37,56,12,1,17,47,25,48,1,4,1,3,5
1999,"AL",625001,"OF",1,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1
1999,"AL",625001,"1B",1,1,2,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1
2009,"AL",400001,"P",3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"NL",487001,"P",1,7,7,2,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1
2013,"NL",890001,"P",1,6,14,1,1,8,1,2,1,1,1,1,1,5,1,1,1,1,1
2014,"NL",1500001,"P",33,16,27,3,1,60,3,8,4,1,1,3,2,22,1,1,8,1,1
2015,"AL",5550001,"P",32,15,26,1,3,6,1,1,1,1,1,1,1,3,1,1,1,1,1
2016,"NL",2000001,"P",12,5,6,1,1,15,1,2,1,1,1,2,2,8,1,2,4,1,2
1991,"NL",100001,"P",2,7,17,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1
2003,"NL",315001,"P",17,14,16,3,2,39,4,6,2,1,1,1,1,15,1,1,1,1,1
2004,"NL",350001,"P",1,4,4,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1
2004,"NL",350001,"OF",1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1
1999,"NL",202501,"1B",56,463,28,4,39,219,27,70,17,1,6,26,18,26,7,2,1,2,11
2002,"AL",290001,"1B",58,542,28,8,49,483,52,146,18,2,20,83,14,31,6,5,1,8,14
2003,"NL",1475001,"1B",77,656,53,5,56,308,35,85,15,1,11,52,13,31,2,3,1,1,7
2004,"NL",800001,"1B",43,348,26,4,38,176,15,35,7,1,4,15,16,18,6,3,1,2,9
2005,"NL",318001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"AL",150001,"C",10,44,5,1,2,29,1,4,1,1,1,1,1,6,1,1,1,1,2
1998,"AL",170001,"P",1,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",200001,"OF",126,377,10,5,4,497,73,150,32,7,18,73,23,46,2,2,5,7,11
2000,"AL",285001,"OF",136,374,10,4,1,512,84,131,23,6,12,63,36,86,3,2,13,5,7
2001,"AL",315001,"OF",107,311,9,4,3,393,58,118,22,6,8,46,21,62,3,2,15,5,6
2002,"AL",1400001,"OF",112,275,4,5,1,467,68,123,31,7,10,51,22,84,1,5,7,6,9
2003,"AL",1200001,"OF",87,188,2,7,2,307,39,76,25,2,2,37,27,56,5,2,3,7,3
2005,"AL",550001,"OF",12,36,2,2,1,60,10,17,6,1,1,12,7,15,1,2,2,1,2
2014,"AL",1500001,"1B",87,777,54,12,76,311,43,53,14,1,14,45,51,135,2,2,1,2,5
2015,"AL",2000001,"1B",11,108,6,2,10,48,7,10,3,1,2,7,11,18,1,1,1,2,1
2010,"AL",407301,"P",1,2,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"AL",436801,"P",1,6,10,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012,"AL",504901,"P",1,6,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013,"NL",1275001,"P",1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2015,"AL",2400001,"P",1,3,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2016,"AL",6000001,"P",1,3,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",165001,"P",5,2,4,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1998,"AL",195001,"P",34,10,35,2,2,5,1,1,1,1,1,1,2,1,1,1,1,1,1
1999,"AL",500001,"P",33,6,25,5,1,9,2,3,1,1,1,1,1,4,1,1,1,1,2
2000,"AL",1400001,"P",33,6,19,2,3,5,1,1,1,1,1,1,2,3,1,1,1,1,1
2005,"AL",316001,"P",1,2,4,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2006,"AL",346501,"P",1,4,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007,"AL",405001,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"NL",275001,"P",1,4,16,1,3,13,2,1,1,1,1,2,1,8,1,1,1,1,1
1986,"NL",275001,"P",1,11,7,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1
1987,"NL",330001,"P",1,6,20,1,1,6,1,1,1,1,1,1,1,4,1,1,1,1,1
1988,"AL",410001,"P",1,10,17,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2005,"AL",318301,"OF",153,374,4,4,2,641,112,186,38,12,23,82,53,133,2,8,6,3,18
2006,"AL",500001,"OF",160,410,8,4,2,656,135,191,54,12,29,77,79,154,9,14,2,5,3
2007,"AL",916668,"OF",158,400,5,3,3,629,119,175,35,6,25,79,102,156,10,18,1,3,4
2008,"AL",3166667,"OF",152,383,3,3,2,635,102,171,40,6,34,91,99,131,15,12,1,3,6
2009,"AL",4766667,"OF",93,260,2,1,1,437,74,109,21,7,19,65,61,93,2,5,3,2,5
2010,"AL",5766667,"OF",32,65,1,2,1,129,16,28,7,3,1,14,10,36,1,3,1,2,2
2011,"AL",7666667,"OF",57,124,2,3,1,269,35,61,22,2,11,33,19,86,2,7,1,4,5
2014,"AL",750001,"OF",49,101,4,2,2,186,15,41,11,3,3,16,20,42,1,1,1,2,7
2015,"NL",2000001,"OF",24,48,2,2,1,99,5,25,6,1,1,7,7,24,1,1,1,1,3
2010,"AL",400001,"2B",37,60,91,8,25,144,20,33,8,1,4,15,16,41,1,1,5,2,5
2010,"AL",400001,"3B",5,8,8,2,2,144,20,33,8,1,4,15,16,41,1,1,5,2,5
2013,"AL",500001,"2B",3,5,3,1,3,7,1,2,2,1,1,1,1,3,1,1,1,1,1
2014,"AL",502251,"P",19,3,18,2,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1
1986,"AL",75001,"C",49,228,16,4,5,150,18,31,6,2,5,21,10,44,1,2,3,2,3
1987,"AL",110001,"C",47,233,19,5,3,140,10,20,5,1,4,15,9,47,1,2,5,3,10
1988,"AL",110001,"OF",1,1,1,1,1,252,24,58,16,1,5,24,15,73,1,1,7,2,7
1988,"AL",110001,"C",73,396,17,5,6,252,24,58,16,1,5,24,15,73,1,1,7,2,7
1988,"AL",110001,"1B",1,2,1,1,1,252,24,58,16,1,5,24,15,73,1,1,7,2,7
1989,"AL",200001,"C",58,281,23,4,2,179,11,42,11,1,2,14,10,43,1,2,2,1,4
1990,"AL",280001,"C",45,223,17,2,4,140,17,36,5,2,3,17,8,45,1,1,1,1,3
1991,"AL",610001,"C",91,505,39,6,5,285,24,70,15,1,2,25,15,68,2,2,5,3,9
2013,"NL",490001,"C",1,3,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,2
2007,"NL",380001,"P",1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008,"NL",400501,"P",1,1,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009,"NL",422501,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011,"NL",695001,"P",1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"AL",437501,"P",25,7,23,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"AL",400001,"P",13,8,13,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1986,"AL",60001,"P",1,7,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1985,"AL",215001,"C",100,551,34,7,5,344,35,97,18,5,9,36,21,42,2,7,2,1,9
1986,"AL",331501,"C",86,534,41,5,2,315,40,84,18,2,14,47,17,60,1,6,4,4,9
1988,"AL",531501,"C",88,497,25,12,5,323,34,92,26,2,10,44,25,55,4,4,6,5,11
1989,"AL",650001,"C",94,494,45,6,9,351,35,89,22,4,6,39,31,58,4,6,3,6,10
1990,"NL",650001,"C",62,346,37,9,5,231,28,70,19,4,5,30,28,28,3,4,4,5,3
1991,"NL",766668,"C",54,339,32,6,5,221,20,66,18,2,2,30,22,33,2,4,6,2,7
1991,"NL",766668,"3B",1,1,1,1,1,221,20,66,18,2,2,30,22,33,2,4,6,2,7
1992,"NL",1691668,"C",66,366,36,6,5,256,27,89,18,4,5,38,18,24,6,3,7,6,7
1993,"NL",1116668,"C",100,540,52,5,11,378,35,114,20,3,11,56,30,57,3,7,5,5,14
1994,"NL",1475001,"C",73,426,37,4,8,241,22,70,8,1,3,22,35,32,3,4,2,2,6
1995,"NL",2025001,"C",31,221,10,2,3,113,14,35,7,1,1,14,10,9,3,2,2,1,6
1996,"AL",350001,"C",54,339,28,4,3,208,24,68,10,1,7,33,14,21,1,3,1,3,13
2004,"NL",300001,"1B",7,64,7,1,4,399,46,108,21,7,16,63,41,67,5,2,7,2,3
2004,"NL",300001,"OF",97,217,6,4,2,399,46,108,21,7,16,63,41,67,5,2,7,2,3
2005,"NL",345001,"OF",10,22,2,1,1,38,8,10,1,2,2,9,8,9,2,1,1,3,4
2006,"NL",347001,"OF",15,33,2,2,1,71,8,17,4,1,3,8,9,18,1,1,1,1,2
2007,"NL",390001,"OF",49,89,3,2,1,201,23,43,10,1,8,24,28,61,3,4,2,3,8
1991,"NL",100001,"P",1,6,11,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"NL",150001,"P",1,4,5,3,1,5,1,1,1,1,1,1,1,4,1,1,1,1,1
1993,"AL",165001,"P",1,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"NL",185001,"P",1,3,14,4,2,5,1,2,1,1,1,3,1,3,1,1,2,1,1
1995,"NL",200001,"P",1,5,18,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"AL",1425001,"P",1,9,13,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",2300001,"P",1,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",3000001,"P",1,7,10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"AL",1100001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"NL",200001,"P",1,5,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2000,"NL",1600001,"P",1,4,6,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
2008,"AL",395001,"P",28,8,19,2,2,9,2,3,2,1,1,3,1,2,1,1,1,1,1
2009,"AL",440001,"P",17,5,7,1,1,4,1,1,1,1,1,1,1,2,1,1,2,1,2
2010,"AL",470001,"P",29,12,13,3,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1
2011,"AL",2700001,"P",9,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014,"NL",800001,"P",3,6,6,1,1,6,1,1,1,1,1,1,1,3,1,1,1,1,1
1992,"AL",125001,"P",15,3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"AL",130001,"P",2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1995,"AL",109001,"P",1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,"NL",360001,"P",1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1996,"AL",118001,"P",4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1997,"AL",155001,"P",1,6,16,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"NL",197501,"P",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1998,"AL",197501,"P",1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006,"AL",1200001,"P",4,1,5,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1
1996,"NL",109001,"P",1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1985,"AL",728572,"1B",2,5,2,1,1,389,58,101,21,1,13,46,61,66,4,2,2,3,9
1985,"AL",728572,"3B",14,10,42,2,3,389,58,101,21,1,13,46,61,66,4,2,2,3,9
1985,"AL",728572,"SS",40,58,92,3,17,389,58,101,21,1,13,46,61,66,4,2,2,3,9
1986,"AL",740001,"SS",6,12,16,2,5,460,60,114,21,5,21,58,69,81,5,1,2,3,11
1986,"AL",740001,"3B",8,4,20,1,2,460,60,114,21,5,21,58,69,81,5,1,2,3,11
1987,"NL",62501,"P",1,8,10,1,3,8,2,2,2,1,1,2,1,2,1,1,1,1,1
1988,"NL",107501,"P",33,15,28,1,4,64,3,6,2,1,1,2,4,31,1,1,8,1,1
1989,"NL",230001,"P",29,8,24,5,3,66,1,10,5,1,1,8,4,20,1,1,8,1,1
1990,"NL",840001,"P",26,9,25,3,2,50,2,7,1,1,1,4,4,16,1,1,4,1,1
1991,"NL",1050001,"P",33,6,35,2,1,71,4,8,1,1,1,4,4,25,1,1,7,1,2
1992,"AL",3400001,"P",35,5,36,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1993,"NL",3475001,"P",19,8,17,1,1,33,3,9,2,1,1,6,2,11,1,1,6,2,1
1994,"NL",4975001,"P",25,9,20,3,3,56,6,12,4,1,1,3,5,27,1,1,6,1,2
1995,"NL",4975001,"P",28,4,28,1,4,56,7,10,2,1,3,6,5,27,1,1,7,2,2
1996,"NL",4975001,"P",35,7,30,3,2,69,2,14,3,1,1,7,5,23,1,1,5,1,2
1997,"NL",3750001,"P",21,1,13,1,1,41,1,5,2,1,1,3,1,11,1,1,3,1,3
1998,"AL",170001,"SS",6,8,21,4,5,371,45,103,16,4,12,56,35,111,1,7,3,5,10
1998,"AL",170001,"3B",82,72,165,10,12,371,45,103,16,4,12,56,35,111,1,7,3,5,10
1998,"AL",170001,"2B",6,12,20,2,4,371,45,103,16,4,12,56,35,111,1,7,3,5,10
1999,"AL",235001,"3B",44,27,101,10,14,200,19,37,5,2,4,20,17,65,1,2,3,2,9
1999,"AL",235001,"2B",13,23,33,3,8,200,19,37,5,2,4,20,17,65,1,2,3,2,9
2000,"AL",237501,"3B",3,1,8,2,1,176,22,42,9,1,7,27,15,60,2,2,1,2,7
2000,"AL",237501,"2B",46,85,145,8,27,176,22,42,9,1,7,27,15,60,2,2,1,2,7
2001,"AL",255001,"2B",7,13,12,2,4,20,2,3,1,1,1,2,4,11,1,1,1,1,2
2002,"AL",255001,"OF",3,4,2,1,1,64,5,12,3,1,2,7,4,26,1,1,1,1,1
2002,"AL",255001,"3B",11,8,20,4,4,64,5,12,3,1,2,7,4,26,1,1,1,1,1
2002,"AL",255001,"1B",4,48,7,2,5,64,5,12,3,1,2,7,4,26,1,1,1,1,1
1985,"NL",290001,"P",33,25,28,6,3,73,7,15,2,1,2,5,4,25,1,1,12,1,2
1986,"NL",700001,"P",31,12,45,3,6,59,4,9,2,1,2,8,5,18,1,1,6,1,1
1987,"NL",466720,"P",27,11,22,2,3,45,3,7,4,1,1,5,2,11,1,1,8,3,1
1988,"NL",525001,"P",33,8,27,3,2,56,1,7,2,1,1,3,3,22,1,1,9,1,1
1989,"NL",550001,"P",33,17,43,2,3,63,5,5,2,1,1,5,8,24,1,1,11,1,1
1990,"NL",1566668,"P",26,11,17,3,3,40,3,11,2,1,2,8,2,10,1,1,12,1,2
1991,"NL",2133334,"P",32,13,27,1,3,66,7,17,2,1,1,9,2,12,1,1,8,2,1
1992,"NL",2233335,"P",2,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1
1993,"NL",250001,"P",6,3,9,1,2,7,1,1,1,1,1,1,2,2,1,1,1,1,1
2016,"AL",529001,"P",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2001,"NL",240001,"P",16,11,9,2,2,27,2,6,1,1,1,4,2,9,1,1,3,1,1
1985,"NL",500001,"P",1,5,8,4,2,4,2,1,1,1,1,2,2,3,1,1,2,1,1
1986,"NL",650001,"P",1,8,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1987,"NL",700001,"P",1,5,5,1,1,3,1,2,1,1,1,1,2,2,1,1,1,1,1
1988,"NL",1100001,"P",1,4,9,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2
1989,"NL",1100001,"P",1,7,11,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1
1990,"NL",1100001,"P",1,2,4,2,2,3,1,1,1,1,1,1,2,2,1,1,1,1,1
1991,"NL",1900001,"P",1,1,6,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1992,"NL",2500001,"P",1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1994,"AL",109001,"P",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1999,"NL",200001,"P",18,5,8,3,1,25,4,3,1,1,1,2,4,16,1,1,4,1,2
2003,"NL",305001,"P",1,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1989,"NL",68001,"OF",87,189,8,6,4,344,53,112,20,7,10,53,32,52,1,3,5,2,5
1990,"NL",165001,"OF",66,140,5,3,3,291,35,77,16,1,7,28,29,47,3,3,1,3,8
1991,"NL",225668,"OF",36,74,4,4,2,168,17,39,8,3,4,22,12,33,3,2,2,1,3
1992,"NL",460001,"OF",43,94,3,3,1,218,29,61,11,4,4,25,14,41,1,2,1,3,2
1993,"NL",680001,"OF",77,164,6,9,3,311,52,94,18,6,12,36,26,52,2,4,2,4,4
1994,"AL",755719,"OF",28,51,3,6,2,123,20,33,6,2,6,19,8,21,1,1,1,2,2
1995,"NL",300001,"OF",17,25,1,3,1,132,17,34,9,3,4,22,14,36,2,3,1,2,3
1996,"NL",455001,"OF",21,50,2,3,1,154,17,32,6,1,4,17,18,43,2,2,1,2,3
1991,"NL",125668,"2B",1,1,1,1,1,4,2,1,1,1,1,1,1,3,1,1,2,1,1
2010,"NL",406001,"P",9,2,6,1,1,14,3,5,3,1,1,3,1,2,1,1,4,1,1
2002,"AL",200001,"2B",1,1,1,1,1,66,10,14,2,3,2,7,3,25,1,1,3,1,1
2002,"AL",200001,"3B",10,8,19,2,4,66,10,14,2,3,2,7,3,25,1,1,3,1,1
